id,meaning,perslemma
ls,"Dattel Hahn",
ls,"sich",
ls,"Befehl",
ls,"befehlen türkischer Honig Gepäckträger",
ls,"Bad, Badeanstalt Handtuch wie schade\! schade\!",
ls,"Tier",
ls,"Dorn",
ls,"Ausland Ausländer",
ls,"Erde, Staub",
ls,"Schöpfer Tante (mütter­ licherseits) leer ungekocht,",
ls,"unreif aus; erloschen; still ausmachen; auslöschen Herr",
ls,"Bitte bitten",
ls,"wohl oder übel gut",
ls,"selbst Egoist (Selbstanbeter)",
ls,"Speise",
ls,"essen;",
ls,"trinken eßbar; Nahrung",
ls,"pers. Fleischgericht Sonne",
ls,"glücklich; angenehm gefallen; willkommen sein",
ls,"glücklich",
ls,"froh, glücklich",
ls,"schmackhaft",
ls,"Freude, Heiterkeit Schwein",
ls,"Blut Straße Gurke",
ls,"Schneider Gedanke; Einbildung gut; nein",
ls,"Einkauf einkaufen",
ls,"kaufen",
ls,"müde Ziegel trocken",
ls,"Linie; Strich; Schrift erstickt —, erwürgt sein erschaffen werden",
ls,"erschaffen zum Lachen bringen Lachen",
ls,"lachend",
ls,"lachen",
ls,"kühl Schlaf; Traum",
ls,"träumen einschlafen wollen, wünschen",
ls,"lesen; singen Leser; Sänger",
ls,"Schwester Sohn oder Tochter der Schwester",
ls,"Geschwister",
ls,"Universität",
ls,"Gelehrter; weise",
ls,"Onkel (Bruder",
ls,"der Mutter) Oberschule",
ls,"Tochter; Mädchen Tür; in; Deckel Perle",
ls,"lang sich hinlegen herausholen",
ls,"hinter Baum Pappel Zypresse Schmerz unterwegs anklopfen",
ls,"Unterricht; Lektion richtig, wahr herstellen, machen",
ls,"studieren,",
ls,"lernen",
ls,"unter",
ls,"richten",
ls,"zugleich Heilmittel",
ls,"lehren,",
ls,"viel, sehr viele (Menschen)",
ls,"eintreten Bruder schreien",
ls,"geben",
ls,"Geschrei Galgen",
ls,"Darius; reich aufhängen, kreuzigen Arznei",
ls,"Apotheke",
ls,"Sichel haben; im Begriff sein, etwas zu tun heiß Schwiegersohn;",
ls,"Bräutigam",
ls,"(Frauen-)Rock wissen, kennen Student",
ls,"Arzt; Dr. Herz; Bauch Bauchschmerzen Bauchschmerzen bekommen",
ls,"Beweis; Grund Gründe angeben dicht bei",
ls,"Schwanz",
ls,"Nase ziehen (Kaffee, Tee) verfolgen Zahn Zahnschmerzen,",
ls,"Welt zwei",
ls,"Arznei",
ls,"Tintenfaß Apotheke",
ls,"zwölf zweimal noch einmal nähen",
ls,"Rauch",
ls,"unentschlossen",
ls,"Lüge Lügner",
ls,"Derwisch Tal Drachme erhalten",
ls,"Dieb Diebstahl",
ls,"stehlen Hand; Garnitur",
ls,"begrüßen, die Hand reichen anfassen; klatschen anordnen Blumenstrauß",
ls,"Feind",
ls,"Feindschaft Gebet beten",
ls,"Einladung eingeladen sein",
ls,"Heft; Büro",
ls,"Mal",
ls,"nächstes Mal Minut",
ls,"zehnter Monat des iranischen Sonnenj ahres",
ls,"(AsehjA Besuch und Gegenbesuch spät",
ls,"gestern gestern abend",
ls,"Kochtopf sonst; der, die, das andere die anderen",
ls,"der andere Religion",
ls,"religiös Wand, Mauer wahnsinnig, toll verrückt werden",
ls,"Mais",
ls,"weit, entfernt Zeitalter; um, herum",
ls,"wegwerfen sich entfernen heuchlerisch, falsch sich versammeln Hölle",
ls,"\-F reund gern haben,Jieben",
ls,"Freundschaft Dusche Montag",
ls,"Mädchen, Jungfrau",
ls,"zweireihig eine Art saure Milch der zweite der Zweite",
ls,"zweihundert",
ls,"zehn Dorf",
ls,"Mund halbes Rial",
ls,"Mund",
ls,"beseitigen Freund",
ls,"Tanz",
ls,"Ader; Blutgefäß",
ls,"Rheuma Farbe farbig",
ls,"Gesicht; Oberfläche",
ls,"gegenüber",
ls,"Seele, Geist Fluß, Strom",
ls,"Darm",
ls,"Tag am folgenden Tage",
ls,"Zeitung",
ls,"F asten das tägliche Brot",
ls,"eines Tages hell, leuchtend",
ls,"anmachen, anzünden Tischdecke",
ls,"auf, an, über alles in allem Rial (pers. Währung, etwa 5 Pf.)",
ls,"über bequem; ruhig",
ls,"Radio anmachen",
ls,"Geheimnis",
ls,"Vertraute",
ls,"richtig, wahr die Wahrheit sagen Wahrheit; übrigens zufrieden",
ls,"Schenkel",
ls,"Weg durchlassen",
ls,"gehen",
ls,"Wäsche; Kleidung Restaurant Brauch; Regel",
ls,"Empfangsschein ankommen; reif werden gehen, fahren",
ls,"Besuch, Verkehr",
ls,"Schnupfen",
ls,"Zeit; Zeitalter",
ls,"Winter Erde; Boden",
ls,"Frau; Gattin",
ls,"Schwägerin (Frau des Bru ders)",
ls,"in Ketten legen, fesseln Gefängnis die Frau des Onkels (mütter",
ls,"licherseits)",
ls,"Leben leben",
ls,"Schelle; Glocke klingeln, läuten",
ls,"schnell; früh Kraft, Macht schieben, stoßen",
ls,"Gift viel; übermäßig; zu, sehr",
ls,"schön unter unten",
ls,"eingießen; vergießen klein, winzig Bart",
ls,"Wurzel Lunge",
ls,"Chef, Haupt; Vorsitzender",
ls,"Knie Zunge; Sprache",
ls,"Mühe bemühen",
ls,"Wunde;",
ls,"Geschwür Magengeschwür",
ls,"schlagen, klopfen gelb Aprikose Zarathustra Anhänger von Zarathustra",
ls,"eifrig, flink, fleißig",
ls,"häßlich",
ls,"Gemüse Küchenkräuter",
ls,"Stern Astronom",
ls,"schwer",
ls,"streng",
ls,"Schwierigkeit Kopf; Anfang beehrt",
ls,"rot",
ls,"rösten; braten kalt",
ls,"Kopfschmerzen am Wege, auf dem Wege früh am Abend",
ls,"Essig Kälte sich erkälten",
ls,"F reude Glück; Seligkeit",
ls,"glücklich",
ls,"Reise",
ls,"reisen weiß Hund",
ls,"hart; Journal, Modejour nal",
ls,"früher Gebäude bauen, herstellen",
ls,"einfach, schlicht; leicht Star eine Art Musik­ instrument",
ls,"Stunde; Uhr",
ls,"Jahr; Alter Salat",
ls,"gesund, heil Salon, Saal",
ls,"Rest",
ls,"die anderen grün",
ls,"zu dritt dreißig",
ls,"schwarz",
ls,"Apfel Kartoffel",
ls,"satt; Knoblauch satt sein dreizehn",
ls,"dreihundert",
ls,"Zigarette, Zigarre Zigaretten rauchen Tablett",
ls,"Dichter",
ls,"Lehrling; Schüler",
ls,"Abendessen sechzehn Kamm; Schulter König",
ls,"Königsverehrer",
ls,"Friede",
ls,"gesund Gesundheit grüßen lassen",
ls,"guten Tag’ Friede sei mit Dir\!",
ls,"guten Tag\! Friede sei mit Euch\! Salomo",
ls,"Samovar Zobel Stein zu Pferde stei gen; einsteigen Frage",
ls,"fragen",
ls,"brennen brennen;",
ls,"versengen Käfer",
ls,"der dritte der Dritte nach, in der Richtung Verdauungs­ störung drei",
ls,"Dienstag",
ls,"Zweifel sich beschweren Zucker",
ls,"Dank; Lob-",
ls,"sannncr brechen, zerbrechen Bauch, Magen",
ls,"Hose Lärm; Durcheinander ihr; Sie Schwert",
ls,"Kerze",
ls,"kennen; wiedererkennen Samstag",
ls,"hören; anhören Scherz. Spaß",
ls,"scherzen, spaßen versalzen",
ls,"Chauffeur Gemahl, Gatte",
ls,"Schwager (Mann der Schwester). Stadl sechster Monat des iranischen",
ls,"Sonnenjahres",
ls,"Löwe; Milch",
ls,"Zeuge",
ls,"vielleicht",
ls,"Nacht; Abend Tag und Nacht gute Nacht\!",
ls,"pro Nacht; eines Abends Kamel",
ls,"Person",
ls,"persönlich jemand werden",
ls,"Übel, Böses",
ls,"Wein",
ls,"Scherbett (eine Art Kühltrank) teilnehmen angefangen haben anfangen,",
ls,"beginnen waschen sechs sechsjährig",
ls,"sechshundert sechzig",
ls,"Gedicht dichten",
ls,"hundert Stimme; Lärm; Ruf",
ls,"rufen V erzehren verzehren;",
ls,"verbringen Sparsamkeit sparen",
ls,"Reihe; Linie Seite; Platte Null, null Friede herzlich innig",
ls,"Stuhl",
ls,"Kasten; Kiste",
ls,"Briefkasten Industrie; Kunst",
ls,"Gesicht Rechnung",
ls,"Jäger",
ls,"Jagd; Fischfang; Beute, Jagdtier",
ls,"aus Schiraz Milchreis süß; lieblich Gebäck, Backwaren",
ls,"Torte, Törtchen Satan, Teufel",
ls,"Seife",
ls,"Besitzer (Gesamt-) Ausfuhr",
ls,"ausführen Morgen Frühstück",
ls,"guten Morgen\! frühmorgens",
ls,"Geduld; Ausdauer warten; Geduld haben",
ls,"Gespräch sprechen, sich unterhalten Szene, Schauplatz",
ls,"grausam, tyranisch; Unter drücker offenbar, klar Gefäß; Topf",
ls,"Mittag",
ls,"Gewohnheiten",
ls,"Gewohnheit; Sitte gerecht der Liebende",
ls,"Liebe. Verliebt heit weise, klug",
ls,"Welt, Universum",
ls,"gelehrt, wissend einstweilen Eile",
ls,"Gegensatz; Widerspruch Verlust, Schaden schaden,",
ls,"Schaden verursachen Schaden erleiden. Verluste haben",
ls,"schwach, kraftlos",
ls,"Medizin, Heil-",
ls,"Vnnrlp Stock(-werk); Kategorie Arzt",
ls,"Seite, Richtung Kind Gold",
ls,"verlangen; suchen Länge; Dauer lang dauern",
ls,"interessiert sein",
ls,"Zeichen, Symbol außerdem",
ls,"Wissenschaft; Wissen",
ls,"extra; getrennt Leben; Alter Operation; Tat",
ls,"operieren Onkel (Bruder des Vaters) Gesamtheit, Allgemeinheit",
ls,"öffentlich, allgemein Tante (Schwester des Vaters)",
ls,"austauschen",
ls,"Fehler",
ls,"es macht nichts\! Fest, Festtag Neujahrsbesuch Neujahrsfest",
ls,"N euj ahrsgeschenk",
ls,"Linse",
ls,"Anzahl Qual, Folter Araber",
ls,"arabisch Breite;",
ls,"Darlegung sagen; darlegen Braut; Schwie gertochter Hochzeit; Hoch­",
ls,"zeitsfeier ; Heirat",
ls,"heiraten",
ls,"Todesengel lieb, teuer Honig",
ls,"Liebe nervös;",
ls,"aufgeregt",
ls,"Spätnachmittag hinter; Hintergrund verfolgen",
ls,"Verstand, Geist",
ls,"Bild; Gegenteil photographieren zeichnen, malen",
ls,"Interesse, Neigung",
ls,"Entfernung; Zwischenraum F amilie",
ls,"Nutzen, Gewinn Schimpfwort",
ls,"Schimpfworte gebrauchen Flucht fliehen",
ls,"vergessen werden",
ls,"vergessen",
ls,"morgen Kind, Sohn, Tochter schicken, senden T eppich",
ls,"Engel Gelegenheit; Zeit",
ls,"Unterschied Befehl befehlen;",
ls,"sagen verkaufen",
ls,"der erste Monat des iranischen Sonnenjahres",
ls,"Verkauf; Verkäu­ fer, Händler",
ls,"verkauft werden Wörterbuch; Kenntnis",
ls,"Gans",
ls,"Speise, Nahrung essen Sonnenuntergang; früh am Abend",
ls,"Stolz; Eitelkeit",
ls,"Kummer, Leid sich grämen Sklave; Diener",
ls,"Fehler; falsch Kummer, Gram",
ls,"sich grämen (hinunter-) schlucken außer, ausgenommen",
ls,"persisch; die persische Sprache",
ls,"Maultier Regel; Methode; Sitte",
ls,"Teppich",
ls,"kleiner Teppich, Brücke vor; vergangen vor (zeitl.) annehmen; zustimmen",
ls,"Macht; Fähigkeit",
ls,"alt; Altertum alt, altertümlich vereinbart",
ls,"sein (werden) sich vereinbaren Opfer Anleihe; Schuld verleihen,",
ls,", ausleihen borgen, entleihen",
ls,"borgen",
ls,"Jahrhundert; Zeitalter verbunden, vereinigt Teil; Anteil hübsch; nett",
ls,"Schloß, Palast",
ls,"Geschichte, Fa bei, Erzählung Herz",
ls,"Schrei; Hilferuf",
ls,"betrügen; täuschen Jahreszeit Zeitwort; Tat",
ls,"nur, allein arm, dürftig; ein Armer denken; nach­ denken Metall Pfeffer",
ls,"Haselnuß gleich, sofort",
ls,"Stahl verstehen, begreifen Elefant",
ls,"Philosoph",
ls,"Löffel",
ls,"Teelöffel",
ls,"Eßlöffel Richter",
ls,"gänzlich, völlig Braten Leber Taube",
ls,"Jacke Buch",
ls,"Kostüm Anzug schmutzig",
ls,"wo ?",
ls,"welcher, welche, welches ? taub",
ls,"Krawatte",
ls,"tun, machen eine halbe Million Butter Unwohlsein",
ls,"diejenigen, welche",
ls,"(irgend-)\] emand derjenige, welcher töten",
ls,"Land",
ls,"Schuh",
ls,"Klasse",
ls,"herzlich, vom Herzen Feder Füllfederhalter",
ls,"(Würfel-) Zucker Schwan T eekanne",
ls,"Wort, Versprechen",
ls,"versprechen Verwandte, V erwandtschaft stark, kräftig",
ls,"Kaffee Preis; Wert",
ls,"Arbeit; Beschäftigung Praktikum",
ls,"Karte arbeiten",
ls,"Arbeiter Papier; Brief",
ls,"genügend,",
ls,"wen ? wer ist (es) ?",
ls,"Geldbeutel; Handtasche, Aktenmappe",
ls,"Kilo",
ls,"beißen",
ls,"Ochse; Rind; Kuh manchmal",
ls,"Bettler Bettelei",
ls,"betteln setzen, legen, stellen; lassen zulassen",
ls,"vorbeigehen; vergehen",
ls,"vergangen; vorig",
ls,"Grammatik teuer Katze; Kater",
ls,"Spaziergang; Ausflug",
ls,"Rabe, Krähe Dienstmädchen",
ls,"Schlüssel Jude wenig, unzureichend",
ls,"weniger schwach; bleich",
ls,"Hilfe",
ls,"helfen",
ls,"allmählich",
ls,"Lasso, Fangseil, Wurfschlinge zur Seite ziehen tuend, machend langsam;",
ls,"stumpf rupfen; ausziehen; graben",
ls,"wo ist es ? kurz",
ls,"klein; jung Gasse blind wer ? daß; doch",
ls,"alt, abgetragen; altertümlich",
ls,"wann ?",
ls,"wer",
ls,"Nelke",
ls,"Narzisse",
ls,"Jasmin annehmen, vermuten",
ls,"Sünde: Verbrechen",
ls,"Sünder: sündhaft",
ls,"Schatz Sperling",
ls,"Weizen Tomate",
ls,"Schaf Ohr Fleisch",
ls,"zuhören: anhö ren; gehorchen zuhören anhö ren; gehorchen betrügen",
ls,"Juwel. Edelstein",
ls,"notwendig brauchen, nötig haben",
ls,"spazieren gehen spazieren gehen Hals; Nacken",
ls,"Hunger",
ls,"hungern hungrig nehmen; fangen, verhaften; bekommen warm",
ls,"Weinen weinen",
ls,"weinend sagen; sprechen",
ls,"Blume; Blüte Rosenwasser Birne",
ls,"Veilche n",
ls,"Teerose Blumen pflücken Blumenvase,",
ls,"Blumentopf (rote) Rose",
ls,"Hyazinthe Tulpe",
ls,"Gänseblümebe",
ls,"wie schön\! Gott schütze es vor neidischen Blicken\! Maschine; Auto",
ls,"Besitztum, Reichtum leichter Damenmantel bleiben",
ls,"Mond; Monat geschickt, erfahren Fisch",
ls,"gesegnet; heilig",
ls,"Möbel; Sessel bedauernd",
ls,"mit Bedauern Meter",
ls,"dankbar",
ls,"dankbar sein gehörig",
ls,"gehören",
ls,"Kiifnnrl bescheiden; demütig aufmerksam; achtsam",
ls,"ein Gewicht entsprechend etwa 5 Gramm gleich, ähnlich, wie",
ls,"Lippe; Rand Kleid, Kleidung",
ls,"beben, zittern Güte, W ohlwollen",
ls,"gefälligst, gütigst Wort, Vokabel Bohne",
ls,"Mundart",
ls,"Zitrone",
ls,"süße Limone Limonade T rinkglas",
ls,"wir Mutter Großmutter",
ls,"weiblich Stoff, Materie",
ls,"Anbeter der Materie Jogurt",
ls,"männlich; tapfer die Leute, die Menschen",
ls,"die Menschen",
ls,"sterben sterblich;",
ls,"sterbend",
ls,"Danke\!",
ls,"Krankheit Huhn; Vogel",
ls,"Tod krank Krankenhaus lästig, belästigend; aufdringlich",
ls,"Geschmack",
ls,"geschmückt Kupfer",
ls,"Reisender",
ls,"betrunken, berauscht Moschee",
ls,"Hofnarr, Clown; Spott",
ls,"verspotten Mohammedaner Christus",
ls,"Christ",
ls,"Beispiel; Sprichwort zum Beispiel es scheint so als ob",
ls,"gezwungen gezwungenerweise",
ls,"zwingen Zeitschrift",
ls,"Liebe; Zuneigung",
ls,"geehrt; geschätzt",
ls,"Student",
ls,"Umgebung, Umkreis kurz und bündig",
ls,"verschieden",
ls,"Zeit; Zeitraum Modelle mich; mir",
ls,"Marmelade",
ls,"betreffend, angehend ordentlich; geordnet Stufe; Mal",
ls,"Wohlwollen, Güte",
ls,"Mann; tapfer Name des 5. Mo­ nats des irani­ schen Sonnen­ jahres",
ls,"gewöhnlich",
ls,"Bedeutung, Sinn festgesetzt, bestimmt",
ls,"hochmütig Gehirn; Kem",
ls,"ausführlich",
ls,"Artikel, Aufsatz eine gewisse Menge",
ls,"saugen; aufsaugen etwa, ob; qiKOpnnmmpn",
ls,"Fliege",
ls,"mohamm. Geistlicher betrachten, überlegen Laken Heuschrecke möglich",
ls,"Land; Stadt ich; pers. Gewichtseinheit, entspricht 3 Kilo geeignet,",
ls,"günstig",
ls,"erwartend warten; erwarten",
ls,"wa?ten lassen Wohnung; Haus",
ls,"beschäftigt",
ls,"schwarz Beratung",
ls,"beraten",
ls,"Ägypten schädlich, nachteilig",
ls,"Arztpraxis Musikant",
ls,"sicher, überzeugt sicher sein ärztlichp Behandlung ärztlich behan dein",
ls,"untersuchen",
ls,"glauben Magen",
ls,"sich entschuld\! gen",
ls,"Vorstellung vorstellen berühmt,",
ls,"bekannt duftend. wohlriechend vernünftig; höflich Lehrer klar, deutlich",
ls,"üblich",
ls,"unter, zwischen Tisch",
ls,"Neigung, Tendenz m wollen, wünschen, nehmen, essen",
ls,"Million Obst; Frucht",
ls,"hoffnungslos",
ls,"Fingernagel unbequem",
ls,"Mandarine Brief",
ls,"Brot Mittagessen Ergebnis unheilvoll; ungünstig",
ls,"Faden, Schnur",
ls,"Erbse",
ls,"weich; fein; zart",
ls,"stattfinden",
ls,"Haar",
ls,"vorsichtig, sorgsam aufpassen achten auf zustimmen, einverstanden sein",
ls,"Ameise",
ls,"Banane",
ls,"Moses Musik",
ls,"Thema, Stoff erfolgreich sein würdevoll;",
ls,"ernst Gelegenheit; Zeit unterstützt, geholfen",
ls,"Geschicklichkeit",
ls,"Name des 7. Mo­ nats des iranischen Sonnen- jahres freundlich; lieb",
ls,"wichtig",
ls,"Gast, Besuch",
ls,"Gasthof, Hotel Ingenieur Mitte; Zentrum",
ls,"Hörspiel",
ls,"Nummer",
ls,"Salz Salzfäßchen, Salzstreuer zeigen; scheinen; tun neu",
ls,"Melodie, Lied spielen auf Reihe; Mal neunzig",
ls,"Licht; Glanz Augenglanz, Kind, Sohn oder",
ls,"Tochter der Neujahrstag",
ls,"neunzehn",
ls,"schreiben Art, Gattung",
ls,"Spitze, Gipfel; Schnabel Diener picken, hacken",
ls,"neun",
ls,"nein",
ls,"Mittagessen; Tag neunhundert",
ls,"nahe, bei der Hand",
ls,"Nähe verhältnismäßig",
ls,"Abschrift; Re zept",
ls,"auf Kredit zeigen",
ls,"Adresse",
ls,"sitzen, sich setzen Hälfte",
ls,"Mitternacht",
ls,"Ansicht; Blick Person",
ls,"Atem; Atmen atmen, einatmen Verneinung",
ls,"Maler; Porträtmaler",
ls,"Malen; Malerei: Zeichnen",
ls,"bar, bares Geld, Kasse Silber besorgt, ängstlich halten: behalteni",
ls,"hindern tägliches Pflichtgebet beten, das tägliche Pflichtgebet",
ls,"verrichten",
ls,"die Spielkarten",
ls,"blättern Eintritt;",
ls,"Ankunft",
ls,"Ministerium",
ls,"Gewicht Minister die Mittel",
ls,"Mitte; Zentrum Zeit Zeit haben, Zeit finden als; zu einer Zeit, wo wenn",
ls,"nicht, sonst",
ls,"aber",
ls,"tollwütig T ollwut",
ls,"Hotel",
ls,"Geschenk; Widmung Hochzeits geschenk jeder, jede, jedes",
ls,"der neunte weder... noch",
ls,"halb; Hälfte",
ls,"und notwendig, unerläßlich",
ls,"Erbe ankommen; eintreten einführen",
ls,"klar, offenbar die Eltern Volleyball sein, existieren Einheit",
ls,"gymnastische Übung; Turn­ kunst",
ls,"bankrott bankrott gehen Blatt; Spielkarte",
ls,"Kartenspiel",
ls,"auch: ebenso: selbst eben jener",
ls,"eben jene (pl.)",
ls,"einander",
ls,"Nachbar alle, alles; ganz",
ls,"überall",
ls,"sowohl... als immer",
ls,"eben dieser eben hier eben so",
ls,"gerade als; sobald",
ls,"Wassermelone",
ls,"Indien Kunst; Talent noch Luft;",
ls,"Atmosphäre Flugzeug",
ls,"achtzehn nirgends nichts keiner, keine, keines niemand",
ls,"was auch immer. alles was so schnell wie möglich, so bald wie möglich",
ls,"beide (ein) jeder jeder; wer auch",
ls,"jeder, welcher wer auch immer",
ls,"nie, niemals wann auch immer; j ederzeit (ein) jeder",
ls,"tausend",
ls,"Obstkern acht",
ls,"achtzig achthundert",
ls,"Verdauung, Verdauen sieben",
ls,"siebzig",
ls,"siebenhundert Woche",
ls,"nächste Woche siebzehn",
ls,"Pfirsich",
ls,"allmählich",
ls,"niemals keiner, keine, keines",
ls,"oder",
ls,"Erinnerung; Gedächtnis lehren, beibrin­ gen lernen",
ls,"Freund",
ls,"elf entweder ... oder",
ls,"das heißt, das bedeutet",
ls,"ein, eins einzeln",
ls,"der Einäugige einande Sonntag einreihig; einseitig für eine Person",
ls,"jemand",
ls,"leise, langsam",